protocol,degradation,setting,threshold,fpr,tpr,f1,bacc
vegetation_forest,light,PatchCore-AC (q95),1.0,0.04285714285714286,0.15714285714285714,0.2619047619047619,0.5571428571428572
vegetation_forest,light,DRA-Inspect-AC (q90),0.7346667001198794,0.07857142857142857,0.4142857142857143,0.5550239234449761,0.6678571428571429
vegetation_forest,light,DRA-Inspect-AC (q92.5),0.8077909050047594,0.07142857142857142,0.3357142857142857,0.47715736040609136,0.6321428571428571
vegetation_forest,light,DRA-Inspect-AC (q95),1.0,0.05,0.18571428571428572,0.30057803468208094,0.5678571428571428
vegetation_forest,light,DRA-Inspect-AC (matched-FPR),0.9408389329910278,0.05,0.22857142857142856,0.35754189944134074,0.5892857142857143
vegetation_forest,light,DRA-Inspect-AC (q97.5),1.224119409562965,0.02857142857142857,0.07857142857142857,0.14193548387096772,0.525
vegetation_forest,lowres,PatchCore-AC (q95),1.0,0.04285714285714286,0.22142857142857142,0.3502824858757062,0.5892857142857143
vegetation_forest,lowres,DRA-Inspect-AC (q90),0.7346667001198794,0.09285714285714286,0.4142857142857143,0.5497630331753555,0.6607142857142857
vegetation_forest,lowres,DRA-Inspect-AC (q92.5),0.8077909050047594,0.06428571428571428,0.35,0.49494949494949503,0.6428571428571428
vegetation_forest,lowres,DRA-Inspect-AC (q95),1.0,0.03571428571428571,0.17857142857142858,0.29411764705882354,0.5714285714285714
vegetation_forest,lowres,DRA-Inspect-AC (matched-FPR),0.9408389329910278,0.03571428571428571,0.2,0.3236994219653179,0.5821428571428572
vegetation_forest,lowres,DRA-Inspect-AC (q97.5),1.224119409562965,0.02142857142857143,0.07857142857142857,0.14285714285714285,0.5285714285714286
vegetation_forest,noise,PatchCore-AC (q95),1.0,0.05,0.18571428571428572,0.30057803468208094,0.5678571428571428
vegetation_forest,noise,DRA-Inspect-AC (q90),0.7346667001198794,0.09285714285714286,0.4357142857142857,0.5700934579439252,0.6714285714285715
vegetation_forest,noise,DRA-Inspect-AC (q92.5),0.8077909050047594,0.07142857142857142,0.42142857142857143,0.5645933014354066,0.675
vegetation_forest,noise,DRA-Inspect-AC (q95),1.0,0.05,0.2357142857142857,0.36666666666666664,0.5928571428571429
vegetation_forest,noise,DRA-Inspect-AC (matched-FPR),0.9408389329910278,0.05,0.2642857142857143,0.40217391304347827,0.6071428571428571
vegetation_forest,noise,DRA-Inspect-AC (q97.5),1.224119409562965,0.03571428571428571,0.10714285714285714,0.1875,0.5357142857142857
