protocol,normal_class,anomaly_classes,degradation,memory,threshold,method,auc,gap,fpr,tpr,f1,bacc,file
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",blur,clean,clean_fixed,PatchCore-CF,0.9712555555555555,0.9730799198150635,0.06333333333333334,0.8483333333333334,0.8875326939843069,0.8925000000000001,eurosat_forest_vegetation_forest_blur_clean_cal__core0p02__core002.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",blur,clean,corruption_agnostic,PatchCore-AC,0.9712555555555555,1.7662395238876343,0.05,0.83,0.8829787234042553,0.8899999999999999,eurosat_forest_vegetation_forest_blur_clean_cal__core0p02__core002.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",blur,mixed,clean_fixed,DRA-Inspect-CF,0.9792555555555555,1.2193315029144287,0.0,0.5666666666666667,0.7234042553191489,0.7833333333333333,eurosat_forest_vegetation_forest_blur_mixed_cal__core0p02__core002.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",blur,mixed,corruption_agnostic,DRA-Inspect-AC,0.9792555555555555,1.7665412425994873,0.005,0.67,0.8,0.8325,eurosat_forest_vegetation_forest_blur_mixed_cal__core0p02__core002.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",jpeg,clean,clean_fixed,PatchCore-CF,0.9561083333333333,0.8411993980407715,0.14166666666666666,0.8916666666666667,0.8770491803278689,0.875,eurosat_forest_vegetation_forest_jpeg_clean_cal__core0p02__core002.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",jpeg,clean,corruption_agnostic,PatchCore-AC,0.9561083333333333,1.5268642902374268,0.11666666666666667,0.875,0.8786610878661087,0.8791666666666667,eurosat_forest_vegetation_forest_jpeg_clean_cal__core0p02__core002.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",jpeg,mixed,clean_fixed,DRA-Inspect-CF,0.9695722222222222,1.1218898296356201,0.04833333333333333,0.8383333333333334,0.8886925795053003,0.895,eurosat_forest_vegetation_forest_jpeg_mixed_cal__core0p02__core002.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",jpeg,mixed,corruption_agnostic,DRA-Inspect-AC,0.9695722222222222,1.6253694295883179,0.09,0.8866666666666667,0.897133220910624,0.8983333333333334,eurosat_forest_vegetation_forest_jpeg_mixed_cal__core0p02__core002.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",light,clean,clean_fixed,PatchCore-CF,0.9695805555555556,0.9733800888061523,0.03166666666666667,0.79,0.8673376029277219,0.8791666666666667,eurosat_forest_vegetation_forest_light_clean_cal__core0p02__core002.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",light,clean,corruption_agnostic,PatchCore-AC,0.9695805555555556,1.7667851448059082,0.021666666666666667,0.755,0.8499061913696059,0.8666666666666667,eurosat_forest_vegetation_forest_light_clean_cal__core0p02__core002.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",light,mixed,clean_fixed,DRA-Inspect-CF,0.9719638888888888,0.9995224475860596,0.03,0.785,0.8650137741046833,0.8775,eurosat_forest_vegetation_forest_light_mixed_cal__core0p02__core002.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",light,mixed,corruption_agnostic,DRA-Inspect-AC,0.9719638888888888,1.448087215423584,0.055,0.8633333333333333,0.9000868809730669,0.9041666666666666,eurosat_forest_vegetation_forest_light_mixed_cal__core0p02__core002.json
