protocol,normal_class,anomaly_classes,degradation,memory,threshold,method,auc,gap,fpr,tpr,f1,bacc,file
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",blur,clean,clean_fixed,PatchCore-CF,0.9684666666666667,0.954857349395752,0.06666666666666667,0.8366666666666667,0.8791593695271454,0.885,eurosat_forest_vegetation_forest_blur_clean_cal__core0p01__core001.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",blur,clean,corruption_agnostic,PatchCore-AC,0.9684666666666667,1.6871823072433472,0.043333333333333335,0.8083333333333333,0.8730873087308731,0.8825000000000001,eurosat_forest_vegetation_forest_blur_clean_cal__core0p01__core001.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",blur,mixed,clean_fixed,DRA-Inspect-CF,0.9782222222222222,1.2161755561828613,0.0,0.5533333333333333,0.7124463519313305,0.7766666666666666,eurosat_forest_vegetation_forest_blur_mixed_cal__core0p01__core001.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",blur,mixed,corruption_agnostic,DRA-Inspect-AC,0.9782222222222222,1.7465097904205322,0.006666666666666667,0.6666666666666666,0.7968127490039841,0.83,eurosat_forest_vegetation_forest_blur_mixed_cal__core0p01__core001.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",jpeg,clean,clean_fixed,PatchCore-CF,0.9466222222222223,0.8144509792327881,0.16166666666666665,0.8866666666666667,0.8657445077298618,0.8625,eurosat_forest_vegetation_forest_jpeg_clean_cal__core0p01__core001.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",jpeg,clean,corruption_agnostic,PatchCore-AC,0.9466222222222223,1.4390913248062134,0.12333333333333334,0.8583333333333333,0.8662741799831791,0.8674999999999999,eurosat_forest_vegetation_forest_jpeg_clean_cal__core0p01__core001.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",jpeg,mixed,clean_fixed,DRA-Inspect-CF,0.969275,1.1136829853057861,0.035,0.82,0.8840970350404311,0.8925,eurosat_forest_vegetation_forest_jpeg_mixed_cal__core0p01__core001.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",jpeg,mixed,corruption_agnostic,DRA-Inspect-AC,0.969275,1.5993233919143677,0.085,0.8833333333333333,0.8975444538526672,0.8991666666666667,eurosat_forest_vegetation_forest_jpeg_mixed_cal__core0p01__core001.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",light,clean,clean_fixed,PatchCore-CF,0.9664888888888888,0.9578235149383545,0.03,0.775,0.8587257617728532,0.8725,eurosat_forest_vegetation_forest_light_clean_cal__core0p01__core001.json
vegetation_forest,Forest,"HerbaceousVegetation,Pasture,AnnualCrop",light,clean,corruption_agnostic,PatchCore-AC,0.9664888888888888,1.692422866821289,0.023333333333333334,0.7316666666666667,0.8338081671415004,0.8541666666666667,eurosat_forest_vegetation_forest_light_clean_cal__core0p01__core001.json
